FID,id,port_id,data_src_c,port_coor_,the_geom,year,portcode,country,portname,vesseltype,tonnage,tonnagesize,nofvessels,gross_tonnage__gt_thousand,tonnageindex,vesselindex
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b46,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b45,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b44,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b43,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b42,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b41,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b40,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2007,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2008,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2009,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b3a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2010,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b39,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2011,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b38,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2012,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b37,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2013,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b36,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2014,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b35,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2015,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b34,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b33,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b32,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT_LT100,Less than 100 gross tonnage,0,0,1,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b31,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b30,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b2a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b29,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b28,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b27,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b26,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b25,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b24,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b23,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b22,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b21,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b20,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT6000-6999,From 6 000 to 6 999 gross tonnage,0,0,9,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT6000-6999,From 6 000 to 6 999 gross tonnage,0,0,9,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b1a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT6000-6999,From 6 000 to 6 999 gross tonnage,0,0,9,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b19,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b18,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b17,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b16,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b15,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b14,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b13,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b12,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b11,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b10,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b0a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b09,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b08,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b07,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b06,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b05,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b04,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b03,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b02,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b01,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3b00,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aff,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3afe,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3afd,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3afc,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3afb,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3afa,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3af0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aef,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aee,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aed,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aec,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT_LT100,Less than 100 gross tonnage,0,0,1,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aeb,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT_LT100,Less than 100 gross tonnage,0,0,1,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3aea,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT_LT100,Less than 100 gross tonnage,0,0,1,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ae0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3adf,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ade,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3add,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,3,12,6,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3adc,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,1,4,6,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3adb,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ada,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ad9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ad8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ad7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2016,FR_1FRCFR,FR,Caen,Cruise ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ad6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2017,FR_1FRCFR,FR,Caen,Cruise ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-3ad5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2018,FR_1FRCFR,FR,Caen,Cruise ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,2
